"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"כפר גלעדי 10/2007-07/2025","23-06-2023 12:00","29.7","40"
"מרום גולן פיכמן 01/1998-07/2025","23-06-2023 12:00","27.6","42"
"כפר בלום 07/2005-07/2025","23-06-2023 12:00","32.5","41"
"כפר גלעדי 10/2007-07/2025","23-06-2023 15:00","29","48"
"מרום גולן פיכמן 01/1998-07/2025","23-06-2023 15:00","28.1","44"
"כפר בלום 07/2005-07/2025","23-06-2023 15:00","34.7","35"
"כפר גלעדי 10/2007-07/2025","23-06-2023 18:00","26.8","45"
"מרום גולן פיכמן 01/1998-07/2025","23-06-2023 18:00","25.1","57"
"כפר בלום 07/2005-07/2025","23-06-2023 18:00","33","35"
"כפר גלעדי 10/2007-07/2025","23-06-2023 21:00","24.5","41"
"מרום גולן פיכמן 01/1998-07/2025","23-06-2023 21:00","20","57"
"כפר בלום 07/2005-07/2025","23-06-2023 21:00","28.4","37"
"כפר גלעדי 10/2007-07/2025","24-06-2023 00:00","22.3","56"
"מרום גולן פיכמן 01/1998-07/2025","24-06-2023 00:00","15.8","70"
"כפר בלום 07/2005-07/2025","24-06-2023 00:00","24.2","49"
"כפר גלעדי 10/2007-07/2025","24-06-2023 03:00","22.2","51"
"מרום גולן פיכמן 01/1998-07/2025","24-06-2023 03:00","12.4","83"
"כפר בלום 07/2005-07/2025","24-06-2023 03:00","22.2","62"
"כפר גלעדי 10/2007-07/2025","24-06-2023 06:00","21.8","46"
"מרום גולן פיכמן 01/1998-07/2025","24-06-2023 06:00","11.6","81"
"כפר בלום 07/2005-07/2025","24-06-2023 06:00","20.7","62"
"כפר גלעדי 10/2007-07/2025","24-06-2023 09:00","25.8","44"
"מרום גולן פיכמן 01/1998-07/2025","24-06-2023 09:00","26.8","32"
"כפר בלום 07/2005-07/2025","24-06-2023 09:00","27.7","45"
"כפר גלעדי 10/2007-07/2025","24-06-2023 12:00","30.8","39"
"מרום גולן פיכמן 01/1998-07/2025","24-06-2023 12:00","28.9","35"
"כפר בלום 07/2005-07/2025","24-06-2023 12:00","32.9","35"
"כפר גלעדי 10/2007-07/2025","24-06-2023 15:00","31","36"
"מרום גולן פיכמן 01/1998-07/2025","24-06-2023 15:00","29.9","34"
"כפר בלום 07/2005-07/2025","24-06-2023 15:00","36.3","29"
"כפר גלעדי 10/2007-07/2025","24-06-2023 18:00","28.1","40"
"מרום גולן פיכמן 01/1998-07/2025","24-06-2023 18:00","26.4","49"
"כפר בלום 07/2005-07/2025","24-06-2023 18:00","33.8","31"
"כפר גלעדי 10/2007-07/2025","24-06-2023 21:00","25","41"
"מרום גולן פיכמן 01/1998-07/2025","24-06-2023 21:00","20.9","59"
"כפר בלום 07/2005-07/2025","24-06-2023 21:00","27.4","43"
"כפר גלעדי 10/2007-07/2025","25-06-2023 00:00","22.3","59"
"מרום גולן פיכמן 01/1998-07/2025","25-06-2023 00:00","16.8","73"
"כפר בלום 07/2005-07/2025","25-06-2023 00:00","24.2","69"
"כפר גלעדי 10/2007-07/2025","25-06-2023 03:00","21.3","51"
"מרום גולן פיכמן 01/1998-07/2025","25-06-2023 03:00","14.6","75"
"כפר בלום 07/2005-07/2025","25-06-2023 03:00","21.5","79"
"כפר גלעדי 10/2007-07/2025","25-06-2023 06:00","18.3","80"
"מרום גולן פיכמן 01/1998-07/2025","25-06-2023 06:00","13.5","78"
"כפר בלום 07/2005-07/2025","25-06-2023 06:00","19.2","85"
"כפר גלעדי 10/2007-07/2025","25-06-2023 09:00","25.3","57"
"מרום גולן פיכמן 01/1998-07/2025","25-06-2023 09:00","24.9","40"
"כפר בלום 07/2005-07/2025","25-06-2023 09:00","26.6","62"
"כפר גלעדי 10/2007-07/2025","25-06-2023 12:00","31.1","32"
"מרום גולן פיכמן 01/1998-07/2025","25-06-2023 12:00","28.3","33"
"כפר בלום 07/2005-07/2025","25-06-2023 12:00","33.5","32"
"כפר גלעדי 10/2007-07/2025","25-06-2023 15:00","29.8","39"
"מרום גולן פיכמן 01/1998-07/2025","25-06-2023 15:00","29.1","34"
"כפר בלום 07/2005-07/2025","25-06-2023 15:00","36","28"
"כפר גלעדי 10/2007-07/2025","25-06-2023 18:00","26.9","39"
"מרום גולן פיכמן 01/1998-07/2025","25-06-2023 18:00","25","44"
"כפר בלום 07/2005-07/2025","25-06-2023 18:00","33.7","29"
"כפר גלעדי 10/2007-07/2025","25-06-2023 21:00","23.3","41"
"מרום גולן פיכמן 01/1998-07/2025","25-06-2023 21:00","19.9","54"
"כפר בלום 07/2005-07/2025","25-06-2023 21:00","25.9","42"
"כפר גלעדי 10/2007-07/2025","26-06-2023 00:00","22.9","35"
"מרום גולן פיכמן 01/1998-07/2025","26-06-2023 00:00","18.2","48"
"כפר בלום 07/2005-07/2025","26-06-2023 00:00","21.7","68"
"כפר גלעדי 10/2007-07/2025","26-06-2023 03:00","19.3","51"
"מרום גולן פיכמן 01/1998-07/2025","26-06-2023 03:00","18.3","38"
"כפר בלום 07/2005-07/2025","26-06-2023 03:00","18.7","73"
"כפר גלעדי 10/2007-07/2025","26-06-2023 06:00","17.7","58"
"מרום גולן פיכמן 01/1998-07/2025","26-06-2023 06:00","18.5","34"
"כפר בלום 07/2005-07/2025","26-06-2023 06:00","16.2","80"
"כפר גלעדי 10/2007-07/2025","26-06-2023 09:00","24.3","50"
"מרום גולן פיכמן 01/1998-07/2025","26-06-2023 09:00","22.5","34"
"כפר בלום 07/2005-07/2025","26-06-2023 09:00","26.3","49"
"כפר גלעדי 10/2007-07/2025","26-06-2023 12:00","28.2","35"
"מרום גולן פיכמן 01/1998-07/2025","26-06-2023 12:00","25.8","38"
"כפר בלום 07/2005-07/2025","26-06-2023 12:00","33.5","27"
"כפר גלעדי 10/2007-07/2025","26-06-2023 15:00","28.4","38"
"מרום גולן פיכמן 01/1998-07/2025","26-06-2023 15:00","26.2","39"
"כפר בלום 07/2005-07/2025","26-06-2023 15:00","33.9","28"
"כפר גלעדי 10/2007-07/2025","26-06-2023 18:00","25.4","45"
"מרום גולן פיכמן 01/1998-07/2025","26-06-2023 18:00","23.2","44"
"כפר בלום 07/2005-07/2025","26-06-2023 18:00","32.2","25"
"כפר גלעדי 10/2007-07/2025","26-06-2023 21:00","20.1","80"
"מרום גולן פיכמן 01/1998-07/2025","26-06-2023 21:00","17.9","73"
"כפר בלום 07/2005-07/2025","26-06-2023 21:00","25.4","57"
"כפר גלעדי 10/2007-07/2025","27-06-2023 00:00","18.4","85"
"מרום גולן פיכמן 01/1998-07/2025","27-06-2023 00:00","16.5","79"
"כפר בלום 07/2005-07/2025","27-06-2023 00:00","23","74"
"כפר גלעדי 10/2007-07/2025","27-06-2023 03:00","18","83"
"מרום גולן פיכמן 01/1998-07/2025","27-06-2023 03:00","15.7","88"
"כפר בלום 07/2005-07/2025","27-06-2023 03:00","19.7","82"
"כפר גלעדי 10/2007-07/2025","27-06-2023 06:00","16.7","89"
"מרום גולן פיכמן 01/1998-07/2025","27-06-2023 06:00","15.6","93"
"כפר בלום 07/2005-07/2025","27-06-2023 06:00","17.4","85"
"כפר גלעדי 10/2007-07/2025","27-06-2023 09:00","24","62"
"מרום גולן פיכמן 01/1998-07/2025","27-06-2023 09:00","21.1","58"
"כפר בלום 07/2005-07/2025","27-06-2023 09:00","26.2","63"
"כפר גלעדי 10/2007-07/2025","27-06-2023 12:00","27.8","45"
"מרום גולן פיכמן 01/1998-07/2025","27-06-2023 12:00","25.2","53"
"כפר בלום 07/2005-07/2025","27-06-2023 12:00","31.1","46"
"כפר גלעדי 10/2007-07/2025","27-06-2023 15:00","27.7","47"
"מרום גולן פיכמן 01/1998-07/2025","27-06-2023 15:00","26.7","42"
"כפר בלום 07/2005-07/2025","27-06-2023 15:00","33.6","33"
"כפר גלעדי 10/2007-07/2025","27-06-2023 18:00","24.4","61"
"מרום גולן פיכמן 01/1998-07/2025","27-06-2023 18:00","23.5","54"
"כפר בלום 07/2005-07/2025","27-06-2023 18:00","31.3","42"
"כפר גלעדי 10/2007-07/2025","27-06-2023 21:00","20.7","69"
"מרום גולן פיכמן 01/1998-07/2025","27-06-2023 21:00","19.3","50"
"כפר בלום 07/2005-07/2025","27-06-2023 21:00","25.2","65"
"כפר גלעדי 10/2007-07/2025","28-06-2023 00:00","19.2","76"
"מרום גולן פיכמן 01/1998-07/2025","28-06-2023 00:00","18.5","59"
"כפר בלום 07/2005-07/2025","28-06-2023 00:00","21.2","76"
"כפר גלעדי 10/2007-07/2025","28-06-2023 03:00","16.3","87"
"מרום גולן פיכמן 01/1998-07/2025","28-06-2023 03:00","16.2","85"
"כפר בלום 07/2005-07/2025","28-06-2023 03:00","19.4","83"
"כפר גלעדי 10/2007-07/2025","28-06-2023 06:00","16.1","89"
"מרום גולן פיכמן 01/1998-07/2025","28-06-2023 06:00","16.5","71"
"כפר בלום 07/2005-07/2025","28-06-2023 06:00","17.7","86"
"כפר גלעדי 10/2007-07/2025","28-06-2023 09:00","23.5","65"
"מרום גולן פיכמן 01/1998-07/2025","28-06-2023 09:00","22.1","54"
"כפר בלום 07/2005-07/2025","28-06-2023 09:00","25.5","64"
"כפר גלעדי 10/2007-07/2025","28-06-2023 12:00","28.4","47"
"מרום גולן פיכמן 01/1998-07/2025","28-06-2023 12:00","26.1","47"
"כפר בלום 07/2005-07/2025","28-06-2023 12:00","31.3","48"
"כפר גלעדי 10/2007-07/2025","28-06-2023 15:00","28.5","44"
"מרום גולן פיכמן 01/1998-07/2025","28-06-2023 15:00","27.4","46"
"כפר בלום 07/2005-07/2025","28-06-2023 15:00","34.1","34"
"כפר גלעדי 10/2007-07/2025","28-06-2023 18:00","25.2","54"
"מרום גולן פיכמן 01/1998-07/2025","28-06-2023 18:00","23.8","56"
"כפר בלום 07/2005-07/2025","28-06-2023 18:00","32.6","37"
"כפר גלעדי 10/2007-07/2025","28-06-2023 21:00","21.3","74"
"מרום גולן פיכמן 01/1998-07/2025","28-06-2023 21:00","19.8","65"
"כפר בלום 07/2005-07/2025","28-06-2023 21:00","25.5","61"
"כפר גלעדי 10/2007-07/2025","29-06-2023 00:00","18.9","79"
"מרום גולן פיכמן 01/1998-07/2025","29-06-2023 00:00","18","75"
"כפר בלום 07/2005-07/2025","29-06-2023 00:00","23.1","77"
"כפר גלעדי 10/2007-07/2025","29-06-2023 03:00","18.2","82"
"מרום גולן פיכמן 01/1998-07/2025","29-06-2023 03:00","16.7","75"
"כפר בלום 07/2005-07/2025","29-06-2023 03:00","20.5","82"
"כפר גלעדי 10/2007-07/2025","29-06-2023 06:00","17.6","86"
"מרום גולן פיכמן 01/1998-07/2025","29-06-2023 06:00","16.2","91"
"כפר בלום 07/2005-07/2025","29-06-2023 06:00","20","86"
"כפר גלעדי 10/2007-07/2025","29-06-2023 09:00","24.3","60"
"מרום גולן פיכמן 01/1998-07/2025","29-06-2023 09:00","20.8","72"
"כפר בלום 07/2005-07/2025","29-06-2023 09:00","27.5","60"
"כפר גלעדי 10/2007-07/2025","29-06-2023 12:00","27.7","53"
"מרום גולן פיכמן 01/1998-07/2025","29-06-2023 12:00","25.3","58"
"כפר בלום 07/2005-07/2025","29-06-2023 12:00","31.8","48"
"כפר גלעדי 10/2007-07/2025","29-06-2023 15:00","26.9","57"
"מרום גולן פיכמן 01/1998-07/2025","29-06-2023 15:00","26.1","55"
"כפר בלום 07/2005-07/2025","29-06-2023 15:00","34.1","40"
"כפר גלעדי 10/2007-07/2025","29-06-2023 18:00","24.1","65"
"מרום גולן פיכמן 01/1998-07/2025","29-06-2023 18:00","22.5","70"
"כפר בלום 07/2005-07/2025","29-06-2023 18:00","31.4","47"
"כפר גלעדי 10/2007-07/2025","29-06-2023 21:00","20.7","80"
"מרום גולן פיכמן 01/1998-07/2025","29-06-2023 21:00","18.4","92"
"כפר בלום 07/2005-07/2025","29-06-2023 21:00","25.7","66"
"כפר גלעדי 10/2007-07/2025","30-06-2023 00:00","19.8","78"
"מרום גולן פיכמן 01/1998-07/2025","30-06-2023 00:00","17.4","97"
"כפר בלום 07/2005-07/2025","30-06-2023 00:00","23.5","73"
"כפר גלעדי 10/2007-07/2025","30-06-2023 03:00","19.1","80"
"מרום גולן פיכמן 01/1998-07/2025","30-06-2023 03:00","16.7","96"
"כפר בלום 07/2005-07/2025","30-06-2023 03:00","21.1","81"
"כפר גלעדי 10/2007-07/2025","30-06-2023 06:00","17.4","85"
"מרום גולן פיכמן 01/1998-07/2025","30-06-2023 06:00","16.3","94"
"כפר בלום 07/2005-07/2025","30-06-2023 06:00","20.5","84"
"כפר גלעדי 10/2007-07/2025","30-06-2023 09:00","23.7","66"
"מרום גולן פיכמן 01/1998-07/2025","30-06-2023 09:00","19.6","77"
"כפר בלום 07/2005-07/2025","30-06-2023 09:00","26.6","63"
"כפר גלעדי 10/2007-07/2025","30-06-2023 12:00","27.9","51"
"מרום גולן פיכמן 01/1998-07/2025","30-06-2023 12:00","25.5","55"
"כפר בלום 07/2005-07/2025","30-06-2023 12:00","31.5","46"
"כפר גלעדי 10/2007-07/2025","30-06-2023 15:00","27.5","51"
"מרום גולן פיכמן 01/1998-07/2025","30-06-2023 15:00","26.4","52"
"כפר בלום 07/2005-07/2025","30-06-2023 15:00","33.1","40"
"כפר גלעדי 10/2007-07/2025","30-06-2023 18:00","24.4","59"
"מרום גולן פיכמן 01/1998-07/2025","30-06-2023 18:00","23","69"
"כפר בלום 07/2005-07/2025","30-06-2023 18:00","31.4","44"
"כפר גלעדי 10/2007-07/2025","30-06-2023 21:00","21.4","68"
"מרום גולן פיכמן 01/1998-07/2025","30-06-2023 21:00","18.3","93"
"כפר בלום 07/2005-07/2025","30-06-2023 21:00","24.8","68"
"כפר גלעדי 10/2007-07/2025","01-07-2023 00:00","20.3","66"
"מרום גולן פיכמן 01/1998-07/2025","01-07-2023 00:00","18.8","88"
"כפר בלום 07/2005-07/2025","01-07-2023 00:00","22.5","77"
"כפר גלעדי 10/2007-07/2025","01-07-2023 03:00","17.7","84"
"מרום גולן פיכמן 01/1998-07/2025","01-07-2023 03:00","17.1","80"
"כפר בלום 07/2005-07/2025","01-07-2023 03:00","20.2","82"
"כפר גלעדי 10/2007-07/2025","01-07-2023 06:00","16.8","89"
"מרום גולן פיכמן 01/1998-07/2025","01-07-2023 06:00","15.6","96"
"כפר בלום 07/2005-07/2025","01-07-2023 06:00","19","86"
"כפר גלעדי 10/2007-07/2025","01-07-2023 09:00","23.3","68"
"מרום גולן פיכמן 01/1998-07/2025","01-07-2023 09:00","20.6","75"
"כפר בלום 07/2005-07/2025","01-07-2023 09:00","25.7","68"
"כפר גלעדי 10/2007-07/2025","01-07-2023 12:00","29.1","51"
"מרום גולן פיכמן 01/1998-07/2025","01-07-2023 12:00","26.7","55"
"כפר בלום 07/2005-07/2025","01-07-2023 12:00","31.7","50"
"כפר גלעדי 10/2007-07/2025","01-07-2023 15:00","29.4","53"
"מרום גולן פיכמן 01/1998-07/2025","01-07-2023 15:00","28.5","46"
"כפר בלום 07/2005-07/2025","01-07-2023 15:00","35.9","35"
"כפר גלעדי 10/2007-07/2025","01-07-2023 18:00","26.5","53"
"מרום גולן פיכמן 01/1998-07/2025","01-07-2023 18:00","25.1","56"
"כפר בלום 07/2005-07/2025","01-07-2023 18:00","33.5","41"
"כפר גלעדי 10/2007-07/2025","01-07-2023 21:00","21.3","80"
"מרום גולן פיכמן 01/1998-07/2025","01-07-2023 21:00","20.1","75"
"כפר בלום 07/2005-07/2025","01-07-2023 21:00","26.8","63"
"כפר גלעדי 10/2007-07/2025","02-07-2023 00:00","20.9","73"
"מרום גולן פיכמן 01/1998-07/2025","02-07-2023 00:00","19.5","71"
"כפר בלום 07/2005-07/2025","02-07-2023 00:00","23.5","77"
"כפר גלעדי 10/2007-07/2025","02-07-2023 03:00","18.3","84"
"מרום גולן פיכמן 01/1998-07/2025","02-07-2023 03:00","18.2","69"
"כפר בלום 07/2005-07/2025","02-07-2023 03:00","21.1","83"
"כפר גלעדי 10/2007-07/2025","02-07-2023 06:00","18.1","84"
"מרום גולן פיכמן 01/1998-07/2025","02-07-2023 06:00","16.6","96"
"כפר בלום 07/2005-07/2025","02-07-2023 06:00","19.7","87"
"כפר גלעדי 10/2007-07/2025","02-07-2023 09:00","24","63"
"מרום גולן פיכמן 01/1998-07/2025","02-07-2023 09:00","21.1","71"
"כפר בלום 07/2005-07/2025","02-07-2023 09:00","27.1","62"
"כפר גלעדי 10/2007-07/2025","02-07-2023 12:00","29.4","47"
"מרום גולן פיכמן 01/1998-07/2025","02-07-2023 12:00","26","55"
"כפר בלום 07/2005-07/2025","02-07-2023 12:00","31.2","51"
"כפר גלעדי 10/2007-07/2025","02-07-2023 15:00","28","56"
"מרום גולן פיכמן 01/1998-07/2025","02-07-2023 15:00","28.2","49"
"כפר בלום 07/2005-07/2025","02-07-2023 15:00","34.3","43"
"כפר גלעדי 10/2007-07/2025","02-07-2023 18:00","25.2","59"
"מרום גולן פיכמן 01/1998-07/2025","02-07-2023 18:00","24.4","62"
"כפר בלום 07/2005-07/2025","02-07-2023 18:00","31.8","45"
"כפר גלעדי 10/2007-07/2025","02-07-2023 21:00","20.7","75"
"מרום גולן פיכמן 01/1998-07/2025","02-07-2023 21:00","18","91"
"כפר בלום 07/2005-07/2025","02-07-2023 21:00","25.7","60"
"כפר גלעדי 10/2007-07/2025","03-07-2023 00:00","19.1","84"
"מרום גולן פיכמן 01/1998-07/2025","03-07-2023 00:00","17.5","96"
"כפר בלום 07/2005-07/2025","03-07-2023 00:00","23.3","73"
"כפר גלעדי 10/2007-07/2025","03-07-2023 03:00","17.8","87"
"מרום גולן פיכמן 01/1998-07/2025","03-07-2023 03:00","16.5","95"
"כפר בלום 07/2005-07/2025","03-07-2023 03:00","21.3","80"
"כפר גלעדי 10/2007-07/2025","03-07-2023 06:00","15.9","90"
"מרום גולן פיכמן 01/1998-07/2025","03-07-2023 06:00","16.1","96"
"כפר בלום 07/2005-07/2025","03-07-2023 06:00","19.7","84"
"כפר גלעדי 10/2007-07/2025","03-07-2023 09:00","23.6","66"
"מרום גולן פיכמן 01/1998-07/2025","03-07-2023 09:00","25.3","50"
"כפר בלום 07/2005-07/2025","03-07-2023 09:00","25.8","66"
"כפר גלעדי 10/2007-07/2025","03-07-2023 12:00","29","51"
"מרום גולן פיכמן 01/1998-07/2025","03-07-2023 12:00","28","48"
"כפר בלום 07/2005-07/2025","03-07-2023 12:00","31.4","49"
"כפר גלעדי 10/2007-07/2025","03-07-2023 15:00","28.5","50"
"מרום גולן פיכמן 01/1998-07/2025","03-07-2023 15:00","28.6","50"
"כפר בלום 07/2005-07/2025","03-07-2023 15:00","35.7","35"
"כפר גלעדי 10/2007-07/2025","03-07-2023 18:00","25.2","65"
"מרום גולן פיכמן 01/1998-07/2025","03-07-2023 18:00","25.1","65"
"כפר בלום 07/2005-07/2025","03-07-2023 18:00","33.5","37"
"כפר גלעדי 10/2007-07/2025","03-07-2023 21:00","24.3","54"
"מרום גולן פיכמן 01/1998-07/2025","03-07-2023 21:00","20.7","85"
"כפר בלום 07/2005-07/2025","03-07-2023 21:00","27.2","61"
"כפר גלעדי 10/2007-07/2025","04-07-2023 00:00","23.5","51"
"מרום גולן פיכמן 01/1998-07/2025","04-07-2023 00:00","21.3","65"
"כפר בלום 07/2005-07/2025","04-07-2023 00:00","24.8","70"
"כפר גלעדי 10/2007-07/2025","04-07-2023 03:00","18.7","85"
"מרום גולן פיכמן 01/1998-07/2025","04-07-2023 03:00","17.4","78"
"כפר בלום 07/2005-07/2025","04-07-2023 03:00","21.3","83"
"כפר גלעדי 10/2007-07/2025","04-07-2023 06:00","16.7","91"
"מרום גולן פיכמן 01/1998-07/2025","04-07-2023 06:00","15.1","75"
"כפר בלום 07/2005-07/2025","04-07-2023 06:00","20","84"
"כפר גלעדי 10/2007-07/2025","04-07-2023 09:00","24.5","67"
"מרום גולן פיכמן 01/1998-07/2025","04-07-2023 09:00","29.5","26"
"כפר בלום 07/2005-07/2025","04-07-2023 09:00","26.3","66"
"כפר גלעדי 10/2007-07/2025","04-07-2023 12:00","31.3","42"
"מרום גולן פיכמן 01/1998-07/2025","04-07-2023 12:00","29","47"
"כפר בלום 07/2005-07/2025","04-07-2023 12:00","32.3","46"
"כפר גלעדי 10/2007-07/2025","04-07-2023 15:00","29.8","49"
"מרום גולן פיכמן 01/1998-07/2025","04-07-2023 15:00","29.7","43"
"כפר בלום 07/2005-07/2025","04-07-2023 15:00","37","32"
"כפר גלעדי 10/2007-07/2025","04-07-2023 18:00","27.9","43"
"מרום גולן פיכמן 01/1998-07/2025","04-07-2023 18:00","26.5","49"
"כפר בלום 07/2005-07/2025","04-07-2023 18:00","33.7","35"
"כפר גלעדי 10/2007-07/2025","04-07-2023 21:00","25.4","50"
"מרום גולן פיכמן 01/1998-07/2025","04-07-2023 21:00","22.3","63"
"כפר בלום 07/2005-07/2025","04-07-2023 21:00","27.8","46"
"כפר גלעדי 10/2007-07/2025","05-07-2023 00:00","25.4","47"
"מרום גולן פיכמן 01/1998-07/2025","05-07-2023 00:00","21.9","58"
"כפר בלום 07/2005-07/2025","05-07-2023 00:00","24.5","68"
"כפר גלעדי 10/2007-07/2025","05-07-2023 03:00","22.7","56"
