"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"שדה בוקר 01/2004-07/2025","11-05-2023 12:00","30.3","25"
"עבדת 10/2008-07/2025","11-05-2023 12:00","30.3","23"
"אשלים 02/2016-07/2025","11-05-2023 15:00","33.9","19"
"שדה בוקר 01/2004-07/2025","11-05-2023 15:00","33.2","18"
"עבדת 10/2008-07/2025","11-05-2023 15:00","33.4","14"
"אשלים 02/2016-07/2025","11-05-2023 18:00","33","21"
"שדה בוקר 01/2004-07/2025","11-05-2023 18:00","32.9","20"
"עבדת 10/2008-07/2025","11-05-2023 18:00","32.9","12"
"אשלים 02/2016-07/2025","11-05-2023 21:00","26.5","32"
"שדה בוקר 01/2004-07/2025","11-05-2023 21:00","27.3","27"
"עבדת 10/2008-07/2025","11-05-2023 21:00","27.2","27"
"אשלים 02/2016-07/2025","12-05-2023 00:00","28.4","22"
"שדה בוקר 01/2004-07/2025","12-05-2023 00:00","26","25"
"עבדת 10/2008-07/2025","12-05-2023 00:00","26.4","17"
"אשלים 02/2016-07/2025","12-05-2023 03:00","19.8","73"
"שדה בוקר 01/2004-07/2025","12-05-2023 03:00","20.8","66"
"עבדת 10/2008-07/2025","12-05-2023 03:00","21.8","46"
"אשלים 02/2016-07/2025","12-05-2023 06:00","17.7","75"
"שדה בוקר 01/2004-07/2025","12-05-2023 06:00","18.7","66"
"עבדת 10/2008-07/2025","12-05-2023 06:00","20.2","46"
"אשלים 02/2016-07/2025","12-05-2023 09:00","25.9","39"
"שדה בוקר 01/2004-07/2025","12-05-2023 09:00","26.2","30"
"עבדת 10/2008-07/2025","12-05-2023 09:00","26.3","25"
"אשלים 02/2016-07/2025","12-05-2023 12:00","26.7","42"
"שדה בוקר 01/2004-07/2025","12-05-2023 12:00","26.6","42"
"עבדת 10/2008-07/2025","12-05-2023 12:00","26","41"
"אשלים 02/2016-07/2025","12-05-2023 15:00","27.7","25"
"שדה בוקר 01/2004-07/2025","12-05-2023 15:00","27.1","29"
"עבדת 10/2008-07/2025","12-05-2023 15:00","26.7","29"
"אשלים 02/2016-07/2025","12-05-2023 18:00","24.1","43"
"שדה בוקר 01/2004-07/2025","12-05-2023 18:00","23.9","40"
"עבדת 10/2008-07/2025","12-05-2023 18:00","22.7","42"
"אשלים 02/2016-07/2025","12-05-2023 21:00","19.4","76"
"שדה בוקר 01/2004-07/2025","12-05-2023 21:00","19.4","55"
"עבדת 10/2008-07/2025","12-05-2023 21:00","18.7","49"
"אשלים 02/2016-07/2025","13-05-2023 00:00","17.2","88"
"שדה בוקר 01/2004-07/2025","13-05-2023 00:00","16.9","87"
"עבדת 10/2008-07/2025","13-05-2023 00:00","15.9","87"
"אשלים 02/2016-07/2025","13-05-2023 03:00","16.3","93"
"שדה בוקר 01/2004-07/2025","13-05-2023 03:00","15.9","90"
"עבדת 10/2008-07/2025","13-05-2023 03:00","15","89"
"אשלים 02/2016-07/2025","13-05-2023 06:00","15.4","94"
"שדה בוקר 01/2004-07/2025","13-05-2023 06:00","15.9","86"
"עבדת 10/2008-07/2025","13-05-2023 06:00","15","84"
"אשלים 02/2016-07/2025","13-05-2023 09:00","18.7","72"
"שדה בוקר 01/2004-07/2025","13-05-2023 09:00","18.7","67"
"עבדת 10/2008-07/2025","13-05-2023 09:00","17.5","70"
"אשלים 02/2016-07/2025","13-05-2023 12:00","22.8","50"
"שדה בוקר 01/2004-07/2025","13-05-2023 12:00","21.7","52"
"עבדת 10/2008-07/2025","13-05-2023 12:00","21.1","51"
"אשלים 02/2016-07/2025","13-05-2023 15:00","25","40"
"שדה בוקר 01/2004-07/2025","13-05-2023 15:00","24.6","41"
"עבדת 10/2008-07/2025","13-05-2023 15:00","24.3","36"
"אשלים 02/2016-07/2025","13-05-2023 18:00","21.9","51"
"שדה בוקר 01/2004-07/2025","13-05-2023 18:00","21.2","51"
"עבדת 10/2008-07/2025","13-05-2023 18:00","20.9","47"
"אשלים 02/2016-07/2025","13-05-2023 21:00","17.5","78"
"שדה בוקר 01/2004-07/2025","13-05-2023 21:00","17.2","75"
"עבדת 10/2008-07/2025","13-05-2023 21:00","16.4","75"
"אשלים 02/2016-07/2025","14-05-2023 00:00","13.5","85"
"שדה בוקר 01/2004-07/2025","14-05-2023 00:00","14.8","89"
"עבדת 10/2008-07/2025","14-05-2023 00:00","13.8","85"
"אשלים 02/2016-07/2025","14-05-2023 03:00","14.9","88"
"שדה בוקר 01/2004-07/2025","14-05-2023 03:00","13.9","90"
"עבדת 10/2008-07/2025","14-05-2023 03:00","12.7","94"
"אשלים 02/2016-07/2025","14-05-2023 06:00","12.9","92"
"שדה בוקר 01/2004-07/2025","14-05-2023 06:00","13.3","90"
"עבדת 10/2008-07/2025","14-05-2023 06:00","11.8","96"
"אשלים 02/2016-07/2025","14-05-2023 09:00","18.6","65"
"שדה בוקר 01/2004-07/2025","14-05-2023 09:00","18.6","57"
"עבדת 10/2008-07/2025","14-05-2023 09:00","17.1","65"
"אשלים 02/2016-07/2025","14-05-2023 12:00","25","35"
"שדה בוקר 01/2004-07/2025","14-05-2023 12:00","25.4","28"
"עבדת 10/2008-07/2025","14-05-2023 12:00","23.9","30"
"אשלים 02/2016-07/2025","14-05-2023 15:00","29.6","23"
"שדה בוקר 01/2004-07/2025","14-05-2023 15:00","29.9","18"
"עבדת 10/2008-07/2025","14-05-2023 15:00","29.4","15"
"אשלים 02/2016-07/2025","14-05-2023 18:00","24.1","52"
"שדה בוקר 01/2004-07/2025","14-05-2023 18:00","24.3","52"
"עבדת 10/2008-07/2025","14-05-2023 18:00","23.2","54"
"אשלים 02/2016-07/2025","14-05-2023 21:00","18.7","77"
"שדה בוקר 01/2004-07/2025","14-05-2023 21:00","18.6","74"
"עבדת 10/2008-07/2025","14-05-2023 21:00","17.9","77"
"אשלים 02/2016-07/2025","15-05-2023 00:00","16","91"
"שדה בוקר 01/2004-07/2025","15-05-2023 00:00","16.5","91"
"עבדת 10/2008-07/2025","15-05-2023 00:00","15.3","90"
"אשלים 02/2016-07/2025","15-05-2023 03:00","16.1","94"
"שדה בוקר 01/2004-07/2025","15-05-2023 03:00","15.6","93"
"עבדת 10/2008-07/2025","15-05-2023 03:00","13.9","93"
"אשלים 02/2016-07/2025","15-05-2023 06:00","15.8","88"
"שדה בוקר 01/2004-07/2025","15-05-2023 06:00","14.5","91"
"עבדת 10/2008-07/2025","15-05-2023 06:00","13.6","95"
"אשלים 02/2016-07/2025","15-05-2023 09:00","18.8","72"
"שדה בוקר 01/2004-07/2025","15-05-2023 09:00","21.3","48"
"עבדת 10/2008-07/2025","15-05-2023 09:00","22.7","34"
"אשלים 02/2016-07/2025","15-05-2023 12:00","26.8","37"
"שדה בוקר 01/2004-07/2025","15-05-2023 12:00","27.6","31"
"עבדת 10/2008-07/2025","15-05-2023 12:00","25.8","35"
"אשלים 02/2016-07/2025","15-05-2023 15:00","29.6","42"
"שדה בוקר 01/2004-07/2025","15-05-2023 15:00","30.9","25"
"עבדת 10/2008-07/2025","15-05-2023 15:00","30.6","23"
"אשלים 02/2016-07/2025","15-05-2023 18:00","26.9","50"
"שדה בוקר 01/2004-07/2025","15-05-2023 18:00","27.2","50"
"עבדת 10/2008-07/2025","15-05-2023 18:00","26.7","49"
"אשלים 02/2016-07/2025","15-05-2023 21:00","20.7","69"
"שדה בוקר 01/2004-07/2025","15-05-2023 21:00","21","70"
"עבדת 10/2008-07/2025","15-05-2023 21:00","20.7","71"
"אשלים 02/2016-07/2025","16-05-2023 00:00","17.6","81"
"שדה בוקר 01/2004-07/2025","16-05-2023 00:00","18.4","78"
"עבדת 10/2008-07/2025","16-05-2023 00:00","18.3","76"
"אשלים 02/2016-07/2025","16-05-2023 03:00","14.6","87"
"שדה בוקר 01/2004-07/2025","16-05-2023 03:00","16.1","84"
"עבדת 10/2008-07/2025","16-05-2023 03:00","16.5","78"
"אשלים 02/2016-07/2025","16-05-2023 06:00","14.3","97"
"שדה בוקר 01/2004-07/2025","16-05-2023 06:00","14.5","83"
"עבדת 10/2008-07/2025","16-05-2023 06:00","16.5","69"
"אשלים 02/2016-07/2025","16-05-2023 09:00","19.5","78"
"שדה בוקר 01/2004-07/2025","16-05-2023 09:00","25.1","34"
"עבדת 10/2008-07/2025","16-05-2023 09:00","26.5","28"
"אשלים 02/2016-07/2025","16-05-2023 12:00","34.1","13"
"שדה בוקר 01/2004-07/2025","16-05-2023 12:00","31.4","20"
"עבדת 10/2008-07/2025","16-05-2023 12:00","31.1","18"
"אשלים 02/2016-07/2025","16-05-2023 15:00","37.6","11"
"שדה בוקר 01/2004-07/2025","16-05-2023 15:00","35.7","12"
"עבדת 10/2008-07/2025","16-05-2023 15:00","35.7","12"
"אשלים 02/2016-07/2025","16-05-2023 18:00","30.5","40"
"שדה בוקר 01/2004-07/2025","16-05-2023 18:00","31.5","40"
"עבדת 10/2008-07/2025","16-05-2023 18:00","30.6","40"
"אשלים 02/2016-07/2025","16-05-2023 21:00","26.1","45"
"שדה בוקר 01/2004-07/2025","16-05-2023 21:00","26.2","45"
"עבדת 10/2008-07/2025","16-05-2023 21:00","25.9","45"
"אשלים 02/2016-07/2025","17-05-2023 00:00","23.9","53"
"שדה בוקר 01/2004-07/2025","17-05-2023 00:00","24.5","43"
"עבדת 10/2008-07/2025","17-05-2023 00:00","24.3","39"
"אשלים 02/2016-07/2025","17-05-2023 03:00","19.3","61"
"שדה בוקר 01/2004-07/2025","17-05-2023 03:00","20.6","52"
"עבדת 10/2008-07/2025","17-05-2023 03:00","21.2","39"
"אשלים 02/2016-07/2025","17-05-2023 06:00","16.6","65"
"שדה בוקר 01/2004-07/2025","17-05-2023 06:00","18.8","48"
"עבדת 10/2008-07/2025","17-05-2023 06:00","20.1","34"
"אשלים 02/2016-07/2025","17-05-2023 09:00","27.2","29"
"שדה בוקר 01/2004-07/2025","17-05-2023 09:00","28.3","22"
"עבדת 10/2008-07/2025","17-05-2023 09:00","28.6","19"
"אשלים 02/2016-07/2025","17-05-2023 12:00","33","17"
"שדה בוקר 01/2004-07/2025","17-05-2023 12:00","32.5","15"
"עבדת 10/2008-07/2025","17-05-2023 12:00","32.5","14"
"אשלים 02/2016-07/2025","17-05-2023 15:00","34.8","21"
"שדה בוקר 01/2004-07/2025","17-05-2023 15:00","34.6","15"
"עבדת 10/2008-07/2025","17-05-2023 15:00","34.4","14"
"אשלים 02/2016-07/2025","17-05-2023 18:00","30.5","17"
"שדה בוקר 01/2004-07/2025","17-05-2023 18:00","30.3","19"
"עבדת 10/2008-07/2025","17-05-2023 18:00","29.6","19"
"אשלים 02/2016-07/2025","17-05-2023 21:00","23.5","28"
"שדה בוקר 01/2004-07/2025","17-05-2023 21:00","24.6","28"
"עבדת 10/2008-07/2025","17-05-2023 21:00","23.9","28"
"אשלים 02/2016-07/2025","18-05-2023 00:00","19.9","46"
"שדה בוקר 01/2004-07/2025","18-05-2023 00:00","20.1","31"
"עבדת 10/2008-07/2025","18-05-2023 00:00","21","32"
"אשלים 02/2016-07/2025","18-05-2023 03:00","18.3","81"
"שדה בוקר 01/2004-07/2025","18-05-2023 03:00","18.4","84"
"עבדת 10/2008-07/2025","18-05-2023 03:00","17.4","85"
"אשלים 02/2016-07/2025","18-05-2023 06:00","18","89"
"שדה בוקר 01/2004-07/2025","18-05-2023 06:00","17.4","86"
"עבדת 10/2008-07/2025","18-05-2023 06:00","16.3","88"
"אשלים 02/2016-07/2025","18-05-2023 09:00","20.2","71"
"שדה בוקר 01/2004-07/2025","18-05-2023 09:00","19.4","73"
"עבדת 10/2008-07/2025","18-05-2023 09:00","18.3","73"
"אשלים 02/2016-07/2025","18-05-2023 12:00","24.2","51"
"שדה בוקר 01/2004-07/2025","18-05-2023 12:00","23.1","52"
"עבדת 10/2008-07/2025","18-05-2023 12:00","22.4","54"
"אשלים 02/2016-07/2025","18-05-2023 15:00","25.5","47"
"שדה בוקר 01/2004-07/2025","18-05-2023 15:00","25.5","45"
"עבדת 10/2008-07/2025","18-05-2023 15:00","25.1","43"
"אשלים 02/2016-07/2025","18-05-2023 18:00","22.1","51"
"שדה בוקר 01/2004-07/2025","18-05-2023 18:00","21.3","57"
"עבדת 10/2008-07/2025","18-05-2023 18:00","20.7","58"
"אשלים 02/2016-07/2025","18-05-2023 21:00","17.8","71"
"שדה בוקר 01/2004-07/2025","18-05-2023 21:00","17.2","69"
"עבדת 10/2008-07/2025","18-05-2023 21:00","16.7","65"
"אשלים 02/2016-07/2025","19-05-2023 00:00","16.2","77"
"שדה בוקר 01/2004-07/2025","19-05-2023 00:00","15.8","81"
"עבדת 10/2008-07/2025","19-05-2023 00:00","14.7","83"
"אשלים 02/2016-07/2025","19-05-2023 03:00","14.5","81"
"שדה בוקר 01/2004-07/2025","19-05-2023 03:00","14.6","84"
"עבדת 10/2008-07/2025","19-05-2023 03:00","13","88"
"אשלים 02/2016-07/2025","19-05-2023 06:00","12.4","88"
"שדה בוקר 01/2004-07/2025","19-05-2023 06:00","12.4","88"
"עבדת 10/2008-07/2025","19-05-2023 06:00","13.5","89"
"אשלים 02/2016-07/2025","19-05-2023 09:00","18.4","68"
"שדה בוקר 01/2004-07/2025","19-05-2023 09:00","17.4","68"
"עבדת 10/2008-07/2025","19-05-2023 09:00","16.6","70"
"אשלים 02/2016-07/2025","19-05-2023 12:00","22","48"
"שדה בוקר 01/2004-07/2025","19-05-2023 12:00","20.6","52"
"עבדת 10/2008-07/2025","19-05-2023 12:00","20.2","52"
"אשלים 02/2016-07/2025","19-05-2023 15:00","24.3","40"
"שדה בוקר 01/2004-07/2025","19-05-2023 15:00","23.5","41"
"עבדת 10/2008-07/2025","19-05-2023 15:00","23.5","38"
"אשלים 02/2016-07/2025","19-05-2023 18:00","21.2","51"
"שדה בוקר 01/2004-07/2025","19-05-2023 18:00","21.1","48"
"עבדת 10/2008-07/2025","19-05-2023 18:00","20.3","48"
"אשלים 02/2016-07/2025","19-05-2023 21:00","17.6","72"
"שדה בוקר 01/2004-07/2025","19-05-2023 21:00","16.9","72"
"עבדת 10/2008-07/2025","19-05-2023 21:00","16.1","70"
"אשלים 02/2016-07/2025","20-05-2023 00:00","15","81"
"שדה בוקר 01/2004-07/2025","20-05-2023 00:00","15.3","84"
"עבדת 10/2008-07/2025","20-05-2023 00:00","14.1","86"
"אשלים 02/2016-07/2025","20-05-2023 03:00","15.7","80"
"שדה בוקר 01/2004-07/2025","20-05-2023 03:00","14.4","87"
"עבדת 10/2008-07/2025","20-05-2023 03:00","13.5","90"
"אשלים 02/2016-07/2025","20-05-2023 06:00","14","86"
"שדה בוקר 01/2004-07/2025","20-05-2023 06:00","14","90"
"עבדת 10/2008-07/2025","20-05-2023 06:00","12.4","93"
"אשלים 02/2016-07/2025","20-05-2023 09:00","18.9","66"
"שדה בוקר 01/2004-07/2025","20-05-2023 09:00","17.7","69"
"עבדת 10/2008-07/2025","20-05-2023 09:00","",""
"אשלים 02/2016-07/2025","20-05-2023 12:00","22.7","49"
"שדה בוקר 01/2004-07/2025","20-05-2023 12:00","21.2","50"
"אשלים 02/2016-07/2025","20-05-2023 15:00","25.2","37"
"שדה בוקר 01/2004-07/2025","20-05-2023 15:00","24","38"
"אשלים 02/2016-07/2025","20-05-2023 18:00","22.5","49"
"שדה בוקר 01/2004-07/2025","20-05-2023 18:00","22.1","50"
"אשלים 02/2016-07/2025","20-05-2023 21:00","18.4","58"
"שדה בוקר 01/2004-07/2025","20-05-2023 21:00","18.4","50"
"אשלים 02/2016-07/2025","21-05-2023 00:00","15.6","72"
"שדה בוקר 01/2004-07/2025","21-05-2023 00:00","16.5","68"
"אשלים 02/2016-07/2025","21-05-2023 03:00","12.9","79"
"שדה בוקר 01/2004-07/2025","21-05-2023 03:00","13","72"
"אשלים 02/2016-07/2025","21-05-2023 06:00","12.5","73"
"שדה בוקר 01/2004-07/2025","21-05-2023 06:00","11.9","68"
"אשלים 02/2016-07/2025","21-05-2023 09:00","21","46"
"שדה בוקר 01/2004-07/2025","21-05-2023 09:00","20.3","50"
"אשלים 02/2016-07/2025","21-05-2023 12:00","26.2","29"
"שדה בוקר 01/2004-07/2025","21-05-2023 12:00","25.8","27"
"אשלים 02/2016-07/2025","21-05-2023 15:00","31.5","18"
"שדה בוקר 01/2004-07/2025","21-05-2023 15:00","30.2","17"
"אשלים 02/2016-07/2025","21-05-2023 18:00","31.4","18"
"שדה בוקר 01/2004-07/2025","21-05-2023 18:00","30.7","17"
"אשלים 02/2016-07/2025","21-05-2023 21:00","26.7","27"
"שדה בוקר 01/2004-07/2025","21-05-2023 21:00","26.1","28"
"אשלים 02/2016-07/2025","22-05-2023 00:00","27.4","25"
"שדה בוקר 01/2004-07/2025","22-05-2023 00:00","23.1","39"
"אשלים 02/2016-07/2025","22-05-2023 03:00","27.9","23"
"שדה בוקר 01/2004-07/2025","22-05-2023 03:00","23.2","33"
"אשלים 02/2016-07/2025","22-05-2023 06:00","26.3","22"
"שדה בוקר 01/2004-07/2025","22-05-2023 06:00","24.9","24"
"אשלים 02/2016-07/2025","22-05-2023 09:00","29.1","18"
"שדה בוקר 01/2004-07/2025","22-05-2023 09:00","28.1","17"
"אשלים 02/2016-07/2025","22-05-2023 12:00","32","13"
"שדה בוקר 01/2004-07/2025","22-05-2023 12:00","30.7","13"
"עבדת 10/2008-07/2025","22-05-2023 12:00","29.9","14"
"אשלים 02/2016-07/2025","22-05-2023 15:00","34.1","9"
"שדה בוקר 01/2004-07/2025","22-05-2023 15:00","33.3","10"
"עבדת 10/2008-07/2025","22-05-2023 15:00","32.5","9"
"אשלים 02/2016-07/2025","22-05-2023 18:00","28.1","34"
"שדה בוקר 01/2004-07/2025","22-05-2023 18:00","29.4","29"
"עבדת 10/2008-07/2025","22-05-2023 18:00","30.4","13"
"אשלים 02/2016-07/2025","22-05-2023 21:00","23.3","48"
"שדה בוקר 01/2004-07/2025","22-05-2023 21:00","23.2","47"
"עבדת 10/2008-07/2025","22-05-2023 21:00","22.3","49"
"אשלים 02/2016-07/2025","23-05-2023 00:00","19.6","79"
"שדה בוקר 01/2004-07/2025","23-05-2023 00:00","20.2","68"
"עבדת 10/2008-07/2025","23-05-2023 00:00","19.4","72"
"אשלים 02/2016-07/2025","23-05-2023 03:00","17.7","86"
"שדה בוקר 01/2004-07/2025","23-05-2023 03:00","17.7","86"
"עבדת 10/2008-07/2025","23-05-2023 03:00","17.1","88"
"אשלים 02/2016-07/2025","23-05-2023 06:00","16.2","90"
"שדה בוקר 01/2004-07/2025","23-05-2023 06:00","15.6","89"
"עבדת 10/2008-07/2025","23-05-2023 06:00","15.8","86"
"אשלים 02/2016-07/2025","23-05-2023 09:00","24.3","35"
"שדה בוקר 01/2004-07/2025","23-05-2023 09:00","22.8","38"
"עבדת 10/2008-07/2025","23-05-2023 09:00","23","33"
"אשלים 02/2016-07/2025","23-05-2023 12:00","27.7","25"
"שדה בוקר 01/2004-07/2025","23-05-2023 12:00","26.9","25"
"עבדת 10/2008-07/2025","23-05-2023 12:00","26.5","24"
"אשלים 02/2016-07/2025","23-05-2023 15:00","30.5","20"
"שדה בוקר 01/2004-07/2025","23-05-2023 15:00","29","20"
"עבדת 10/2008-07/2025","23-05-2023 15:00","29.5","16"
"אשלים 02/2016-07/2025","23-05-2023 18:00","30.3","16"
"שדה בוקר 01/2004-07/2025","23-05-2023 18:00","29.1","18"
"עבדת 10/2008-07/2025","23-05-2023 18:00","28.3","18"
"אשלים 02/2016-07/2025","23-05-2023 21:00","23.9","31"
"שדה בוקר 01/2004-07/2025","23-05-2023 21:00","24.4","28"
"עבדת 10/2008-07/2025","23-05-2023 21:00","23.8","29"
"אשלים 02/2016-07/2025","24-05-2023 00:00","20","35"
"שדה בוקר 01/2004-07/2025","24-05-2023 00:00","20.5","31"
"עבדת 10/2008-07/2025","24-05-2023 00:00","21","29"
"אשלים 02/2016-07/2025","24-05-2023 03:00","20.4","34"
"שדה בוקר 01/2004-07/2025","24-05-2023 03:00","19.6","36"
"עבדת 10/2008-07/2025","24-05-2023 03:00","19.1","37"
"אשלים 02/2016-07/2025","24-05-2023 06:00","22.2","28"
"שדה בוקר 01/2004-07/2025","24-05-2023 06:00","16.6","42"
"עבדת 10/2008-07/2025","24-05-2023 06:00","20.7","30"
"אשלים 02/2016-07/2025","24-05-2023 09:00","27.8","22"
"שדה בוקר 01/2004-07/2025","24-05-2023 09:00","24","27"
"עבדת 10/2008-07/2025","24-05-2023 09:00","26.4","23"
"אשלים 02/2016-07/2025","24-05-2023 12:00","31.8","17"
"שדה בוקר 01/2004-07/2025","24-05-2023 12:00","30","18"
"עבדת 10/2008-07/2025","24-05-2023 12:00","31.1","16"
"אשלים 02/2016-07/2025","24-05-2023 15:00","34.1","13"
"שדה בוקר 01/2004-07/2025","24-05-2023 15:00","33.1","13"
"עבדת 10/2008-07/2025","24-05-2023 15:00","32.3","12"
"אשלים 02/2016-07/2025","24-05-2023 18:00","29.2","22"
"שדה בוקר 01/2004-07/2025","24-05-2023 18:00","29.2","22"
"עבדת 10/2008-07/2025","24-05-2023 18:00","28.2","22"
"אשלים 02/2016-07/2025","24-05-2023 21:00","23.1","43"
"שדה בוקר 01/2004-07/2025","24-05-2023 21:00","24.5","31"
"עבדת 10/2008-07/2025","24-05-2023 21:00","23.6","27"
"אשלים 02/2016-07/2025","25-05-2023 00:00","18.6","64"
"שדה בוקר 01/2004-07/2025","25-05-2023 00:00","20","57"
"עבדת 10/2008-07/2025","25-05-2023 00:00","20.5","40"
"אשלים 02/2016-07/2025","25-05-2023 03:00","18.1","93"
"שדה בוקר 01/2004-07/2025","25-05-2023 03:00","17.4","61"
"עבדת 10/2008-07/2025","25-05-2023 03:00","18.4","40"
"אשלים 02/2016-07/2025","25-05-2023 06:00","17.9","86"
"שדה בוקר 01/2004-07/2025","25-05-2023 06:00","16.7","90"
"עבדת 10/2008-07/2025","25-05-2023 06:00","17.5","42"
"אשלים 02/2016-07/2025","25-05-2023 09:00","20.9","70"
"שדה בוקר 01/2004-07/2025","25-05-2023 09:00","22.1","60"
"עבדת 10/2008-07/2025","25-05-2023 09:00","23.4","31"
"אשלים 02/2016-07/2025","25-05-2023 12:00","27.5","38"
"שדה בוקר 01/2004-07/2025","25-05-2023 12:00","27.2","36"
"עבדת 10/2008-07/2025","25-05-2023 12:00","27.1","31"
"אשלים 02/2016-07/2025","25-05-2023 15:00","30.6","21"
"שדה בוקר 01/2004-07/2025","25-05-2023 15:00","29.5","26"
"עבדת 10/2008-07/2025","25-05-2023 15:00","29","27"
"אשלים 02/2016-07/2025","25-05-2023 18:00","26.2","38"
"שדה בוקר 01/2004-07/2025","25-05-2023 18:00","26.3","36"
"עבדת 10/2008-07/2025","25-05-2023 18:00","25.5","39"
"אשלים 02/2016-07/2025","25-05-2023 21:00","21.3","52"
"שדה בוקר 01/2004-07/2025","25-05-2023 21:00","21.2","49"
"עבדת 10/2008-07/2025","25-05-2023 21:00","20.5","49"
"אשלים 02/2016-07/2025","26-05-2023 00:00","16.5","70"
"שדה בוקר 01/2004-07/2025","26-05-2023 00:00","17.7","65"
"עבדת 10/2008-07/2025","26-05-2023 00:00","17.6","57"
"אשלים 02/2016-07/2025","26-05-2023 03:00","13.2","78"
"שדה בוקר 01/2004-07/2025","26-05-2023 03:00","14.4","75"
"עבדת 10/2008-07/2025","26-05-2023 03:00","15.8","51"
"אשלים 02/2016-07/2025","26-05-2023 06:00","13.1","65"
"שדה בוקר 01/2004-07/2025","26-05-2023 06:00","12.6","63"
"עבדת 10/2008-07/2025","26-05-2023 06:00","15.9","48"
